Temperatur,KielerWoche,school_holiday,public_holiday,Month,sin_season,cos_season,is_weekend,lag_1,lag_2,lag_7,lag_14,roll7_mean,roll7_std,roll14_mean,roll14_std,roll30_mean,roll30_std,Wochentag_Friday,Wochentag_Monday,Wochentag_Saturday,Wochentag_Sunday,Wochentag_Thursday,Wochentag_Tuesday,Wochentag_Wednesday,lag_1_isna,lag_2_isna,lag_7_isna,lag_14_isna,roll7_mean_isna,roll7_std_isna,roll14_mean_isna,roll14_std_isna,roll30_mean_isna,roll30_std_isna,umsatz
21.75,0,1,0,8,-0.5595892624101763,-0.828770087174504,0,601.373326416756,626.831725112069,579.295922313804,597.576041552763,644.2746054585381,77.59579990912415,632.7538627658723,63.04568303362684,573.5292643673321,98.80008831406845,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,616.704465064561
27.625,0,1,0,8,-0.5737722679043243,-0.8190148866680802,0,616.704465064561,601.373326416756,565.527307888753,600.414019091748,649.6186829943606,73.5579343175372,634.1201787310008,62.42892853239441,579.5678368583036,95.55886579716972,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,637.800836478639
20.0,0,1,0,8,-0.5877852522924734,-0.8090169943749472,0,637.800836478639,616.704465064561,642.086323539373,578.637666776062,659.9434727929157,64.27377814838322,636.7906656872071,61.67122852788323,586.6692429211442,91.48689531745504,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,663.665647701062
19.125,0,1,0,8,-0.6016240632249227,-0.7987793728863648,1,663.665647701062,637.800836478639,713.621778934724,672.206275477328,663.0262333874426,63.79023470355379,642.8640928961357,59.65768226293842,595.2515187615544,85.87769872356853,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,708.839463184239
21.0,0,1,0,8,-0.6152845999633277,-0.7883050558305253,1,708.839463184239,663.665647701062,781.185854004288,705.589263265344,662.3430454230877,63.18074579573462,645.4807491609153,61.80828736736403,605.5441209807668,79.97829501294135,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,591.671146288595
22.5,0,1,0,8,-0.6287628145958345,-0.7775971469736268,0,591.671146288595,708.839463184239,626.831725112069,596.420841559454,635.2695157494173,40.18895359984209,637.3437408054331,60.77633918309409,611.2691350064563,71.9799884637375,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,594.76210118618
22.125,0,1,0,8,-0.6420547132365636,-0.7666588193001592,0,594.76210118618,591.671146288595,601.373326416756,597.787732789746,630.6881409028617,43.03805158242182,637.2252593501992,60.86380766070738,611.7686759190129,71.80567979383237,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,544.020362022611
19.125,0,1,0,8,-0.655156357209085,-0.7554933140726804,0,544.020362022611,594.76210118618,616.704465064561,579.295922313804,622.4948602751267,53.68997411006183,633.3847328668325,65.0931754970355,608.6279937424453,72.66331346056435,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,545.01956668171
20.75,0,1,0,8,-0.6680638642135333,-0.7441039398713608,0,545.01956668171,544.020362022611,637.800836478639,565.527307888753,612.254160506148,61.2786923789143,630.9364217502543,67.86948075709805,610.6405025177361,69.89433585402183,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,583.360345249005
24.0,0,1,0,8,-0.680773409477016,-0.732494071613579,0,583.360345249005,545.01956668171,663.665647701062,642.086323539373,604.4769474733431,60.94983380751838,632.2102101331294,66.7047909710449,613.5977599059147,66.61719392842109,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,554.667565714253
20.875,0,1,0,8,-0.6932812268869771,-0.7206671495538615,1,554.667565714253,583.360345249005,708.839463184239,713.621778934724,588.905792903799,57.110623269172606,625.9660131456209,69.7320933416857,614.8240778050141,65.11609008891301,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,663.39667410597
21.5,0,1,0,8,-0.7055836101071774,-0.70862667826446,1,663.39667410597,554.667565714253,591.671146288595,781.185854004288,582.4139658926177,41.712386511476936,622.3785056578527,66.07145380791209,620.3053189075689,61.866489564801334,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,590.489204564676
19.375,0,1,0,8,-0.7176769136759615,-0.6963762255968726,0,590.489204564676,663.39667410597,594.76210118618,626.831725112069,582.245117074915,41.67104040810081,608.7573164121661,47.99865350085265,622.208892510969,59.94855332205766,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,450.920128263096
19.25,0,1,0,8,-0.7295575540864876,-0.6839194216246105,0,450.920128263096,590.489204564676,544.020362022611,601.373326416756,561.6962638001887,63.969581118685426,596.1922023515252,63.44341150650655,614.6662331743493,66.65146607127029,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,523.448950264901
19.625,0,1,0,8,-0.7412220108485957,-0.6712599575675315,0,523.448950264901,450.920128263096,545.01956668171,616.704465064561,558.7574906919444,65.37406293572435,590.6261754835356,66.30748393357526,608.3162395544857,65.93727954487024,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,490.674067203851
20.375,0,1,0,8,-0.7526668275320083,-0.6584015846980489,0,490.674067203851,523.448950264901,583.360345249005,637.800836478639,550.9938479093931,70.31750799209128,581.6240042077706,70.89139638988674,605.8001238834768,68.971863223708,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,504.081147710709
22.875,0,1,0,8,-0.7638886127905429,-0.64534811322955,0,504.081147710709,490.674067203851,554.667565714253,663.665647701062,539.6682482610652,70.61944776929833,572.0725978672042,71.7434092893571,604.069191680209,70.88945771059174,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,544.022008883632
23.5,0,1,0,8,-0.7748840413670406,-0.6321034111873488,1,544.022008883632,504.081147710709,663.39667410597,708.839463184239,538.1474544281192,70.35673911072148,563.5266236659592,66.96014624545406,602.2840572579046,71.72794464252883,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,702.931855454761
21.625,0,1,0,8,-0.7856498550787144,-0.6186714032625032,1,702.931855454761,544.022008883632,590.489204564676,591.671146288595,543.7953374779465,82.60716891907917,563.1046516852822,65.98548784744747,605.7013184700049,74.04057490834495,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,649.688467416964
20.75,0,1,0,8,-0.7961828637826154,-0.6050560696488494,0,649.688467416964,702.931855454761,450.920128263096,594.76210118618,552.2523750282734,90.80753777158473,567.2487460515943,69.63828697311746,608.0696784913684,74.2810017488892,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,452.009690636085
17.75,0,1,0,8,-0.8064799463209447,-0.5912614448635783,0,452.009690636085,649.688467416964,523.448950264901,544.020362022611,552.4080267958433,90.60560637932457,557.052145298016,75.50387102071211,600.7297923299936,78.48508496003423,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,470.207032832021
22.125,0,1,0,8,-0.8165380514459157,-0.5772916165517278,0,470.207032832021,452.009690636085,490.674067203851,545.01956668171,544.8020385911461,95.54202682878704,551.7797646415453,78.98097298782226,592.8837179822162,79.40103445350826,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,455.605966636962
18.125,0,1,0,8,-0.8263541987239094,-0.5631507242749189,0,455.605966636962,470.207032832021,504.081147710709,583.360345249005,539.7923099387334,99.6829086325505,545.3930789240633,83.0785382853322,588.1898888181332,83.25343789129882,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,413.885988542687
19.625,0,1,0,8,-0.8359254794186365,-0.5488429582847199,0,413.885988542687,455.605966636962,544.022008883632,554.667565714253,526.9072872004446,110.32908472966766,533.2877677307548,89.2393615673501,582.0598306765645,89.08835508845821,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,476.398072412663
20.125,0,0,0,8,-0.8452490573530633,-0.5343725582809785,1,476.398072412663,413.885988542687,702.931855454761,663.39667410597,517.246724847449,111.5347654687912,527.6970896377842,90.24300084445,578.6299023465266,91.1552580582191,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,564.048419158283
19.375,0,0,0,8,-0.8543221697498269,-0.5197438121555157,1,564.048419158283,476.398072412663,649.688467416964,590.489204564676,497.4062339479521,81.23621806892183,520.6007857129493,82.30871817544704,578.5806060555109,91.1629877717831,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,539.736641041383
21.875,0,0,0,8,-0.8631421280499115,-0.5049610547215202,0,539.736641041383,564.048419158283,452.009690636085,450.920128263096,481.698830180012,52.39412460592897,516.9756026041428,80.08131860968204,575.1689499722445,90.61793903866369,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,393.617421433248
17.625,0,0,0,9,-0.8717063187093217,-0.4900286664290594,0,393.617421433248,539.736641041383,470.207032832021,523.448950264901,473.35707743674953,61.72609044193722,512.8825521162964,85.02877385046519,564.5021380555286,92.57151210820174,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,341.592585917743
17.0,0,0,0,9,-0.8800122039735356,-0.4749510720670502,0,341.592585917743,393.617421433248,455.605966636962,490.674067203851,454.98358502042413,79.42451691881035,499.8928118057852,96.41853387763318,549.8490291193104,91.87894742127017,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,343.529213049574
17.75,0,0,0,9,-0.888057322629493,-0.4597327394521046,0,343.529213049574,341.592585917743,413.885988542687,504.081147710709,438.9726202222259,89.88581278755309,489.3824650804796,105.12738942840576,540.4056120505606,98.04585057612543,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,364.2487486097
15.625,0,0,0,9,-0.8958392907349089,-0.4443781781046134,0,364.2487486097,343.529213049574,476.398072412663,544.022008883632,431.88158594608484,94.05591827283452,479.3944365732647,110.14631173080097,532.5014594569922,102.4218095605877,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,348.1661813862
14.125,0,0,0,9,-0.9033558023246842,-0.4288919379124841,1,348.1661813862,364.2487486097,564.048419158283,702.931855454761,413.56274437087586,96.39898535908762,465.4047346091624,113.68745856167804,523.5501833343801,106.4638798061034,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,489.485517572011
17.0,0,0,0,9,-0.9106046300942162,-0.41327860778290443,1,489.485517572011,348.1661813862,539.736641041383,649.688467416964,402.91090128712267,79.66668387342865,450.1585676175374,91.53789022314778,518.6063393708258,104.39912063859042,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,502.44714208799
17.25,0,0,0,9,-0.9175836260593934,-0.3975428142825566,0,502.44714208799,489.485517572011,393.617421433248,452.009690636085,397.5838300080665,69.60390251381448,439.6413300940393,73.53845232727899,513.2323891837234,100.76066758248844,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,394.644880949285
17.5,0,0,0,9,-0.9242907221930934,-0.3816892202666586,0,394.644880949285,502.44714208799,341.592585917743,470.207032832021,397.730609938929,69.59522694968207,435.5438436878393,74.38951755364972,502.7592364425583,95.94159747910045,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,351.131949782145
16.875,0,0,0,9,-0.9307239310379793,-0.3657225234972692,0,351.131949782145,394.644880949285,343.529213049574,455.605966636962,399.09337620527214,68.39582242261334,427.03848061284816,76.88675914857313,494.7412632256767,98.27754210621748,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,376.926779721908
17.625,0,0,0,9,-0.9368813462954315,-0.34964745525122826,0,376.926779721908,351.131949782145,364.2487486097,413.885988542687,403.8644571584627,64.9519956421971,421.4185386903443,77.5109755842516,487.48008584353425,98.67923073558394,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,389.614304848778
15.0,0,0,0,9,-0.9427611433904206,-0.33346877891818705,0,389.614304848778,376.926779721908,348.1661813862,476.398072412663,407.48810804975955,63.05330679139505,419.68484699792225,77.96254412829511,482.3332172710731,99.65048010242559,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,370.834526663937
18.5,0,0,0,9,-0.9483615800121716,-0.31719128858910595,1,370.834526663937,389.614304848778,489.485517572011,564.048419158283,410.72644308943626,60.00736528752773,412.1445937301561,77.15620804547386,476.5270492704807,100.93824663075014,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,535.735851383828
18.5,0,0,0,9,-0.9536809966304455,-0.300819807635668,1,535.735851383828,370.834526663937,502.44714208799,539.736641041383,417.3336336339816,71.5589255008573,410.1222674605521,73.13465728923552,474.9395661416414,99.56527669744872,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,500.251121182591
17.625,0,0,0,9,-0.9587178169872964,-0.2843591872810036,0,500.251121182591,535.735851383828,394.644880949285,393.617421433248,417.0199163617817,71.12710501086369,407.30187318492415,68.35696743447856,473.1256846572527,98.55324157318682,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,344.444831213055
13.875,0,0,0,9,-0.9634705485641486,-0.26781430516217486,0,344.444831213055,500.251121182591,351.131949782145,341.592585917743,409.8484806851775,76.11491832567741,403.78954531205324,70.34847776243662,462.4939565608222,94.43739116669059,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,393.952752737191
15.25,0,0,0,9,-0.9679377830240641,-0.25119006388481957,0,393.952752737191,344.444831213055,376.926779721908,343.529213049574,415.9657382501841,72.23108983814902,407.5295572277281,68.14480130735657,455.94274149990605,92.0385536174059,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,319.876606857062
18.0,0,0,0,9,-0.9721181966290612,-0.23449138957041052,0,319.876606857062,393.952752737191,389.614304848778,364.2487486097,407.815713555206,80.15412508250527,405.84008535683444,70.1182059803702,451.57462411970494,95.33572584999932,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,339.29368224101
17.25,0,0,0,9,-0.9760105506323682,-0.21772323039653224,0,339.29368224101,319.876606857062,370.834526663937,348.1661813862,400.62705318266774,84.2123726433302,404.0575806162136,71.55923768776829,445.43611518557526,96.47025099236194,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,352.790180923934
15.25,0,0,0,9,-0.9796136916454901,-0.20089055513063528,1,352.790180923934,339.29368224101,535.735851383828,489.485517572011,398.0492895055244,85.54199737499057,404.3878662974804,71.29159460779607,440.8399856429113,97.51955331758296,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,489.258808159457
15.625,0,0,0,9,-0.9829265519799822,-0.18399835165767986,1,489.258808159457,352.790180923934,500.251121182591,502.44714208799,391.4097119020429,74.11432489220384,404.3716727680122,71.27080093195045,440.34590765786953,97.2252006321886,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,513.530323638994
13.375,0,0,0,9,-0.9859481499638303,-0.1670516255021195,0,513.530323638994,489.258808159457,344.444831213055,394.644880949285,393.3067408243861,77.45902070457299,405.1633285930839,72.49503493007482,439.32951814971506,96.25857469181025,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,341.999724265438
14.25,0,0,0,9,-0.9886775902323404,-0.15005539834465262,0,341.999724265438,513.530323638994,393.952752737191,351.131949782145,392.9574398318694,77.721156482753,401.4029602585234,74.4223545584608,427.2984471100709,83.94377824663975,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,341.945995080269
14.0,0,0,0,9,-0.9911140639934546,-0.13301470653419636,0,341.945995080269,341.999724265438,319.876606857062,376.926779721908,385.5279030237377,80.06066420500748,400.7468206369609,74.93836344181001,417.0403646988477,74.0505539284146,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,330.659883041061
16.0,0,0,0,9,-0.9932568492674143,-0.11593459959550066,0,330.659883041061,341.945995080269,339.29368224101,389.614304848778,387.0683710500233,78.67873002910486,397.44204230261465,77.05978734523507,412.99537111234696,75.376966718215,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,331.504415119153
14.875,0,0,0,9,-0.9951053111006974,-0.09882013873287211,0,331.504415119153,330.659883041061,352.790180923934,370.834526663937,385.9556186040437,79.51762921495667,393.29133589335567,79.05306924767206,408.371950521918,75.99801435037769,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,345.480200670974
15.25,0,0,0,9,-0.99665890175417,-0.08167639533042288,1,345.480200670974,331.504415119153,489.258808159457,535.735851383828,384.9113357107637,80.07184237589289,391.4803126081441,79.89306311609305,404.7010916563851,76.29690443113618,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,516.867082419223
15.25,0,0,0,9,-0.9979171608653922,-0.06450844944931625,1,516.867082419223,345.480200670974,513.530323638994,500.251121182591,388.8553748907303,86.49088161612138,390.1325433963866,77.39234248209462,408.1337947856029,78.99337701990146,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,474.080062196284
14.625,0,0,0,9,-0.9988797155850335,-0.04732138832243232,0,474.080062196284,516.867082419223,341.999724265438,344.444831213055,383.21962325605745,77.86859467711902,388.26318204022175,74.8005719568526,408.0565277783904,78.92540656825916,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,337.127014231803
15.625,0,0,0,9,-0.9995462806873573,-0.03012030484690836,0,337.127014231803,474.080062196284,341.945995080269,393.952752737191,382.52352182268106,78.31896838714931,387.74048082727523,75.15505362149413,400.49248094750766,74.19184262225338,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,331.727598762738
15.375,0,0,0,9,-0.9999166586547379,-0.012910296075008843,0,331.727598762738,337.127014231803,330.659883041061,319.876606857062,381.0637509201766,79.29054006282804,383.2958269719571,76.58577316539048,393.55884620488615,70.35032289664035,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,314.143853841003
14.75,0,0,0,10,-0.9999907397361901,0.004303538296243821,0,314.143853841003,331.727598762738,331.504415119153,339.29368224101,378.70431817731117,81.26160709765787,382.8863446136672,76.96532631602892,390.90972728514464,71.82883693983568,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,335.045744545908
15.375,0,0,0,10,-0.9997685019798909,0.021516097436222233,0,335.045744545908,314.143853841003,345.480200670974,352.790180923934,379.21022238113335,80.92912676940416,382.5829204925885,77.15853449453267,390.6914992394168,71.99359360823298,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,354.775507335419
14.375,0,0,1,10,-0.9992500112396835,0.03872228089217399,1,354.775507335419,335.045744545908,516.867082419223,489.258808159457,380.5381233331969,80.35767858578477,382.7247295219803,77.10136991088085,391.0663757156116,71.76847578121777,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,473.947428461761
15.625,0,0,0,10,-0.9984354211555643,0.05591699010060302,1,473.947428461761,354.775507335419,474.080062196284,513.530323638994,374.4067441964166,69.06602586712089,381.63105954357343,75.56729117515916,394.722998377347,73.13654364289104,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,523.195446240805
16.5,0,0,0,10,-0.9973249731081555,0.07309512989807776,0,523.195446240805,473.947428461761,337.127014231803,341.999724265438,381.42322763134814,82.13747199144186,382.3214254437028,76.89742852715291,400.55730720583387,76.21116859307105,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,377.265838211666
14.875,0,0,0,10,-0.9959189961471792,0.0902516100310407,0,377.265838211666,523.195446240805,331.727598762738,341.945995080269,387.15734534275714,79.90030710685683,384.8404335827191,76.04789605719698,396.81665122715566,74.42900228330866,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,354.961577916475
13.0,0,0,0,10,-0.994217906893952,0.10738134666416306,0,354.961577916475,377.265838211666,314.143853841003,330.659883041061,390.4764852218624,77.66525205661249,385.7701180710195,75.56117501603778,391.90046575477186,72.04395095815008,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,360.31000218759
11.875,0,0,0,10,-0.9922222094179324,0.12447926388678869,0,360.31000218759,354.961577916475,335.045744545908,331.504415119153,397.07164927137484,71.84499637570917,387.887983724343,74.3027433670152,390.7559697960487,72.27121444034634,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,322.607112704729
11.125,0,0,0,10,-0.989932495087353,0.141540295217043,0,322.607112704729,360.31000218759,354.775507335419,345.480200670974,395.29470186549213,73.76299047155885,387.25246212331274,74.85807115354868,389.80514189346815,72.99452180993575,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,368.419818568006
9.75,0,0,0,10,-0.9873494423939864,0.15855938510313475,1,368.419818568006,322.607112704729,473.947428461761,516.867082419223,397.2438891844331,72.68623378180706,388.891006258815,74.12082634707366,389.5215765216714,73.06276795484557,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,443.62330984219
10.25,0,0,0,10,-0.9844738167520923,0.17553149042142777,1,443.62330984219,368.419818568006,523.195446240805,474.080062196284,392.9118722387801,68.11263296366741,383.6593082175983,66.5959223534891,391.3218766881185,73.72751096144906,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,557.722976595955
8.625,0,0,0,10,-0.9813064702716093,0.19245158197082995,0,557.722976595955,443.62330984219,377.265838211666,337.127014231803,397.8443765752301,79.42980956683964,389.63380210328916,78.09153563018678,397.55149168585245,79.59855780912191,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,377.926547877883
7.75,0,0,0,10,-0.9778483415056568,0.20931464596304888,0,377.926547877883,557.722976595955,354.961577916475,331.727598762738,397.938763670404,79.40166789108451,392.54805450658057,76.73076811011404,392.2911815689876,75.2471965412094,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,346.374494406459
9.0,0,0,0,10,-0.9741004551724206,0.22611568550828803,0,346.374494406459,377.926547877883,360.31000218759,314.143853841003,396.71203745468745,80.23823958713524,393.5942613382749,75.9334152678569,387.16196067644984,72.84035529408936,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,372.052820131498
10.375,0,0,0,10,-0.970063921851507,0.2428497220959358,0,372.052820131498,346.374494406459,322.607112704729,335.045744545908,398.3895828752457,79.46940739386672,397.7306160733103,72.78451896681376,388.0822269737312,72.45543926617653,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,345.970837991214
10.0,0,0,0,10,-0.965739937654855,0.25951179706979943,0,345.970837991214,372.052820131498,368.419818568006,354.775507335419,401.72725791617216,76.17860786392546,398.5109798908321,72.11623981039183,386.482829815532,72.84989138504933,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,384.203133289552
10.75,0,0,0,10,-0.9611297838723007,0.27609697309746883,1,384.203133289552,345.970837991214,443.62330984219,473.947428461761,403.9820171621073,75.25645446262625,400.6129531732702,71.16602657938391,388.62704736328175,71.76037029040995,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,521.130431805683
11.125,0,0,0,10,-0.9562348265919058,0.2926003356333479,1,521.130431805683,384.203133289552,557.722976595955,523.195446240805,415.054463156892,86.86707198906014,403.98316769783605,75.8679743700361,394.6882723487708,75.05358639847965,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,453.288658341532
9.25,0,1,0,10,-0.9510565162951536,0.30901699437494723,0,453.288658341532,521.130431805683,377.926547877883,377.265838211666,400.1352748348316,64.3231462602389,398.98982570503085,69.44712405175147,398.03822159602413,75.36121623991754,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,398.122768822511
10.25,0,1,0,10,-0.9455963874271428,0.3253420847119795,0,398.122768822511,453.288658341532,346.374494406459,354.961577916475,403.0204492554927,63.60995188940488,400.4796064629483,69.16840508659561,395.00035361812587,73.36776210236121,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,366.38967283357
11.25,0,1,0,10,-0.9398560579418953,0.341570769167856,0,366.38967283357,398.122768822511,372.052820131498,360.31000218759,405.8797604593657,61.03711416401284,401.29589895702657,68.65543364282662,390.09566525794503,70.01220710947108,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,394.596128794788
12.25,0,1,0,10,-0.9338372288229252,0.35769823883312546,0,394.596128794788,366.38967283357,345.970837991214,322.607112704729,409.10023312555,59.5309921736369,403.74490800039786,67.68562371219099,391.8488787422567,69.42234239689728,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,409.101520904092
13.375,0,1,0,10,-0.9275416835791965,0.3737197147904692,0,409.101520904092,394.596128794788,384.203133289552,368.419818568006,418.118902113104,52.77145521736092,409.92308001463806,63.5297881005078,394.08739626971754,68.83799425398766,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,430.883786231859
12.375,0,1,0,10,-0.9209712877166346,0.38963044953078774,1,430.883786231859,409.101520904092,521.130431805683,443.62330984219,424.7875668191478,50.67925970172417,414.38479199062755,62.57707613634682,397.4281930427441,68.0814702933852,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,463.36098285518
12.25,0,1,0,10,-0.9141279881853337,0.4054257283599973,1,463.36098285518,430.883786231859,453.288658341532,557.722976595955,416.53478839764745,34.495232792960294,415.7946257772697,63.50198389282834,401.82341196727833,67.93484736707812,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,384.851426907233
11.375,0,1,0,10,-0.9070138128026362,0.42110087079608916,0,384.851426907233,463.36098285518,398.122768822511,377.926547877883,406.75804104989044,31.946365028513593,403.446657942361,48.912589156023536,403.13578617515367,67.1850204344923,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,328.738163480579
10.75,0,1,0,10,-0.8996308696522434,0.4366512319560638,0,328.738163480579,384.851426907233,366.38967283357,346.374494406459,396.8459545724716,43.68105728335169,399.93320191398215,52.52032559997317,396.86482221053217,64.94598047040168,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,331.472015657754
11.25,0,1,0,10,-0.8919813464595487,0.45207220393230374,0,331.472015657754,328.738163480579,394.596128794788,372.052820131498,391.8577178330693,49.36293792552647,398.8687391462175,53.82416925980925,392.1112206592478,64.31537463804567,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,304.006515491702
10.5,0,1,0,10,-0.8840675099433637,0.46735921715800205,0,304.006515491702,331.472015657754,409.101520904092,345.970837991214,378.916344504057,59.38318883401633,394.0082888148035,59.232623440095,391.0072040345778,65.56391079547438,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,306.427920731397
11.375,0,1,0,10,-0.8758917051442433,0.48250774176121763,0,306.427920731397,304.006515491702,430.883786231859,384.203133289552,364.24868733652914,63.239787365013974,391.18379472481655,62.549416335372065,390.16388143353305,66.50859766503679,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,337.09962010326
11.75,0,0,0,10,-0.8674563547295971,0.4975132889071803,1,337.09962010326,306.427920731397,463.36098285518,521.130431805683,350.85094931815786,56.326376288284855,387.81925806865286,64.19889173756827,390.92907364227506,65.73132854058287,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,377.801673947832
10.75,0,0,0,11,-0.8587639582758031,0.5123714121284235,1,377.801673947832,337.09962010326,384.851426907233,453.288658341532,338.62819090282244,31.775323610263282,377.5814896502349,51.47111693587244,392.3542712890058,64.93659122067456,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,469.026184716499
9.75,0,0,0,11,-0.8498170915275277,0.5270777086423724,0,469.026184716499,377.801673947832,328.738163480579,398.122768822511,350.6531563041462,57.60913966379064,378.7055986770183,53.38787862369096,396.16262720170846,65.99826984855757,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,285.156333256917
5.125,0,0,0,11,-0.8406184056344783,0.5416278206559811,0,285.156333256917,469.026184716499,331.472015657754,366.38967283357,344.4271805579087,62.51813781840522,370.63656756519015,58.51782205330143,389.86959069488034,67.31327424581872,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,227.368950308808
